Data	Otwarcie	Max	Min	Zamkniêcie
2014-03-19	3.4564	3.4587	3.4431	3.4498
2014-03-20	3.4498	3.4570	3.4391	3.4434
2014-03-21	3.4428	3.4523	3.4309	3.4411
2014-03-23	3.4417	3.4499	3.4417	3.4433
2014-03-24	3.4433	3.4466	3.4332	3.4429
2014-03-25	3.4416	3.4469	3.4273	3.4294
2014-03-26	3.4294	3.4355	3.4123	3.4221
2014-03-27	3.4221	3.4303	3.4098	3.4140
2014-03-28	3.4140	3.4269	3.4043	3.4169
2014-03-30	3.4146	3.4176	3.4133	3.4167
2014-03-31	3.4148	3.4239	3.3970	3.4161
2014-04-01	3.4175	3.4334	3.4125	3.4192
2014-04-02	3.4218	3.4275	3.4069	3.4125
2014-04-03	3.4125	3.4208	3.3924	3.4047
2014-04-04	3.4047	3.4077	3.3871	3.3875
2014-04-06	3.3990	3.4044	3.3990	3.4026
2014-04-07	3.4025	3.4240	3.3992	3.4156
2014-04-08	3.4156	3.4213	3.4106	3.4164
2014-04-09	3.4128	3.4274	3.4083	3.4099
2014-04-10	3.4110	3.4318	3.4103	3.4256
2014-04-11	3.4256	3.4444	3.4203	3.4215
2014-04-13	3.4397	3.4483	3.4389	3.4451
2014-04-14	3.4470	3.4492	3.4298	3.4341
2014-04-15	3.4341	3.4515	3.4305	3.4379
2014-04-16	3.4379	3.4490	3.4311	3.4362
2014-04-17	3.4330	3.4481	3.4181	3.4248
2014-04-18	3.4236	3.4308	3.4123	3.4132
2014-04-20	3.4246	3.4255	3.4215	3.4226
2014-04-21	3.4223	3.4328	3.4000	3.4186
2014-04-22	3.4181	3.4329	3.4174	3.4264
2014-04-23	3.4282	3.4376	3.4166	3.4294
2014-04-24	3.4287	3.4434	3.4244	3.4386
2014-04-25	3.4386	3.4566	3.4089	3.4403
2014-04-27	3.4488	3.4534	3.4472	3.4487
2014-04-28	3.4483	3.4598	3.4414	3.4460
2014-04-29	3.4460	3.4516	3.4302	3.4316
2014-04-30	3.4348	3.4466	3.4199	3.4397
2014-05-01	3.4388	3.4442	3.4087	3.4394
2014-05-02	3.4395	3.4538	3.4217	3.4425
2014-05-04	3.4484	3.4516	3.4474	3.4516
2014-05-05	3.4516	3.4576	3.4485	3.4519
2014-05-06	3.4518	3.4562	3.4463	3.4468
2014-05-07	3.4470	3.4536	3.4346	3.4370
2014-05-08	3.4370	3.4440	3.4295	3.4301
2014-05-09	3.4304	3.4345	3.4262	3.4297
2014-05-11	3.4287	3.4287	3.4249	3.4253
2014-05-12	3.4253	3.4274	3.4203	3.4236
2014-05-13	3.4233	3.4318	3.4226	3.4308
2014-05-14	3.4308	3.4367	3.4266	3.4322
2014-05-15	3.4328	3.4409	3.4154	3.4333
2014-05-16	3.4334	3.4360	3.4272	3.4293
2014-05-18	3.4289	3.4304	3.4272	3.4274
2014-05-19	3.4274	3.4303	3.4236	3.4249
2014-05-20	3.4254	3.4300	3.4220	3.4270
2014-05-21	3.4270	3.4324	3.4164	3.4186
2014-05-22	3.4184	3.4223	3.4042	3.4051
2014-05-23	3.4052	3.4135	3.3975	3.3994
2014-05-25	3.4038	3.4049	3.4036	3.4041
2014-05-26	3.4045	3.4142	3.4009	3.4095
2014-05-27	3.4097	3.4121	3.4012	3.4055
2014-05-28	3.4055	3.4121	3.3986	3.4027
2014-05-29	3.4027	3.4049	3.3878	3.3881
2014-05-30	3.3881	3.3965	3.3875	3.3950
2014-06-01	3.3918	3.3948	3.3915	3.3921
2014-06-02	3.3921	3.3948	3.3841	3.3902
2014-06-03	3.3902	3.4026	3.3855	3.4003
2014-06-04	3.4003	3.4028	3.3835	3.3847
2014-06-05	3.3848	3.3978	3.3672	3.3891
2014-06-06	3.3891	3.3948	3.3580	3.3599
2014-06-08	3.3588	3.3600	3.3571	3.3586
2014-06-09	3.3586	3.3685	3.3568	3.3664
2014-06-10	3.3664	3.3757	3.3640	3.3725
2014-06-11	3.3723	3.3845	3.3702	3.3721
2014-06-12	3.3715	3.3841	3.3689	3.3814
2014-06-13	3.3814	3.3935	3.3775	3.3792
2014-06-15	3.3939	3.3950	3.3918	3.3930
2014-06-16	3.3939	3.4087	3.3917	3.4019
2014-06-17	3.3994	3.4049	3.3931	3.4000
2014-06-18	3.3994	3.4062	3.3992	3.4009
2014-06-19	3.3893	3.4107	3.3809	3.4095
2014-06-20	3.4095	3.4283	3.4054	3.4255
2014-06-22	3.4276	3.4284	3.4264	3.4270
2014-06-23	3.4270	3.4274	3.4089	3.4212
2014-06-24	3.4211	3.4215	3.4085	3.4155
2014-06-25	3.4155	3.4177	3.3988	3.4019
2014-06-26	3.4022	3.4230	3.3954	3.4125
2014-06-27	3.4126	3.4222	3.4120	3.4158
2014-06-29	3.4171	3.4186	3.4165	3.4171
2014-06-30	3.4171	3.4274	3.4156	3.4245
2014-07-01	3.4240	3.4328	3.4203	3.4259
2014-07-02	3.4257	3.4287	3.4129	3.4142
2014-07-03	3.4144	3.4218	3.4015	3.4085
2014-07-04	3.4087	3.4154	3.4036	3.4146
2014-07-06	3.4091	3.4139	3.4085	3.4126
2014-07-07	3.4122	3.4144	3.4048	3.4091
2014-07-08	3.4100	3.4106	3.3921	3.3945
2014-07-09	3.3944	3.4004	3.3927	3.3964
2014-07-10	3.3964	3.4150	3.3939	3.4099
2014-07-11	3.4099	3.4142	3.4082	3.4098
2014-07-13	3.4118	3.4118	3.4101	3.4106
2014-07-14	3.4106	3.4133	3.4055	3.4066
2014-07-15	3.4064	3.4131	3.4022	3.4036
2014-07-16	3.4038	3.4059	3.3972	3.4039
2014-07-17	3.4042	3.4255	3.4031	3.4213
2014-07-18	3.4215	3.4230	3.4081	3.4125
2014-07-20	3.4146	3.4146	3.4126	3.4128
2014-07-21	3.4127	3.4196	3.4097	3.4137
2014-07-22	3.4137	3.4146	3.4038	3.4071
2014-07-23	3.4071	3.4082	3.3994	3.4049
2014-07-24	3.4049	3.4121	3.4029	3.4070
2014-07-25	3.4070	3.4135	3.4059	3.4114
2014-07-27	3.4094	3.4110	3.4089	3.4093
2014-07-28	3.4093	3.4155	3.4074	3.4119
2014-07-29	3.4119	3.4196	3.4097	3.4136
2014-07-30	3.4129	3.4212	3.4095	3.4162
2014-07-31	3.4162	3.4377	3.4156	3.4345
2014-08-01	3.4345	3.4480	3.4329	3.4369
2014-08-03	3.4392	3.4405	3.4381	3.4381
2014-08-04	3.4381	3.4396	3.4257	3.4288
2014-08-05	3.4288	3.4456	3.4209	3.4433
2014-08-06	3.4433	3.4685	3.4422	3.4579
2014-08-07	3.4579	3.4724	3.4515	3.4701
2014-08-08	3.4701	3.4838	3.4558	3.4574
2014-08-10	3.4583	3.4594	3.4560	3.4561
2014-08-11	3.4564	3.4654	3.4499	3.4565
2014-08-12	3.4565	3.4700	3.4543	3.4633
2014-08-13	3.4638	3.4647	3.4504	3.4535
2014-08-14	3.4535	3.4563	3.4439	3.4465
2014-08-15	3.4465	3.4810	3.4421	3.4771
2014-08-17	3.4691	3.4773	3.4682	3.4752
2014-08-18	3.4752	3.4777	3.4526	3.4541
2014-08-19	3.4539	3.4634	3.4498	3.4534
2014-08-20	3.4527	3.4634	3.4514	3.4587
2014-08-21	3.4587	3.4638	3.4546	3.4585
2014-08-22	3.4589	3.4655	3.4535	3.4621
2014-08-24	3.4605	3.4613	3.4594	3.4611
2014-08-25	3.4611	3.4659	3.4526	3.4638
2014-08-26	3.4636	3.4729	3.4585	3.4648
2014-08-27	3.4648	3.4815	3.4625	3.4794
2014-08-28	3.4794	3.5051	3.4781	3.5006
2014-08-29	3.5005	3.5107	3.4865	3.4916
2014-08-31	3.4890	3.4890	3.4859	3.4882
2014-09-01	3.4882	3.4934	3.4808	3.4820
2014-09-02	3.4820	3.4922	3.4808	3.4888
2014-09-03	3.4888	3.4905	3.4637	3.4758
2014-09-04	3.4760	3.4832	3.4594	3.4743
2014-09-05	3.4743	3.4795	3.4628	3.4656
2014-09-07	3.4634	3.4647	3.4632	3.4635
2014-09-08	3.4635	3.4689	3.4608	3.4632
2014-09-09	3.4635	3.4885	3.4626	3.4848
2014-09-10	3.4848	3.4899	3.4615	3.4674
2014-09-11	3.4674	3.4720	3.4615	3.4675
2014-09-12	3.4671	3.4762	3.4646	3.4751
2014-09-14	3.4724	3.4743	3.4695	3.4719
2014-09-15	3.4717	3.4768	3.4651	3.4659
2014-09-16	3.4659	3.4741	3.4623	3.4663
2014-09-17	3.4657	3.4684	3.4501	3.4596
2014-09-18	3.4617	3.4825	3.4548	3.4801
2014-09-19	3.4800	3.4815	3.4621	3.4624
2014-09-21	3.4651	3.4663	3.4640	3.4643
2014-09-22	3.4648	3.4687	3.4592	3.4640
2014-09-23	3.4636	3.4651	3.4552	3.4568
2014-09-24	3.4573	3.4608	3.4489	3.4520
2014-09-25	3.4519	3.4651	3.4519	3.4636
2014-09-26	3.4636	3.4677	3.4589	3.4673
2014-09-28	3.4648	3.4660	3.4638	3.4659
2014-09-29	3.4659	3.4704	3.4604	3.4617
2014-09-30	3.4623	3.4708	3.4575	3.4664
2014-10-01	3.4657	3.4696	3.4577	3.4604
2014-10-02	3.4604	3.4637	3.4514	3.4523
2014-10-03	3.4524	3.4670	3.4516	3.4619
2014-10-05	3.4573	3.4600	3.4556	3.4594
2014-10-06	3.4594	3.4611	3.4438	3.4461
2014-10-07	3.4462	3.4582	3.4409	3.4524
2014-10-08	3.4531	3.4591	3.4427	3.4450
2014-10-09	3.4447	3.4586	3.4415	3.4525
2014-10-10	3.4525	3.4679	3.4499	3.4659
2014-10-12	3.4653	3.4670	3.4638	3.4639
2014-10-13	3.4643	3.4739	3.4625	3.4703
2014-10-14	3.4701	3.4834	3.4665	3.4823
2014-10-15	3.4827	3.4998	3.4801	3.4949
2014-10-16	3.4944	3.5143	3.4852	3.5037
2014-10-17	3.5038	3.5102	3.4918	3.4944
2014-10-19	3.4958	3.4962	3.4947	3.4957
2014-10-20	3.4962	3.5047	3.4895	3.5023
2014-10-21	3.5019	3.5042	3.4924	3.4966
2014-10-22	3.4971	3.5102	3.4962	3.5063
2014-10-23	3.5064	3.5153	3.5013	3.5040
2014-10-24	3.5040	3.5095	3.4875	3.4909
2014-10-26	3.4916	3.4930	3.4910	3.4920
2014-10-27	3.4920	3.5072	3.4909	3.5046
2014-10-28	3.5050	3.5114	3.4938	3.4966
2014-10-29	3.4977	3.5076	3.4950	3.5017
2014-10-30	3.5015	3.5066	3.4898	3.4931
2014-10-31	3.4931	3.5066	3.4815	3.5066
2014-11-02	3.5029	3.5046	3.5028	3.5037
2014-11-03	3.5040	3.5081	3.4979	3.5040
2014-11-04	3.5042	3.5120	3.5011	3.5105
2014-11-05	3.5103	3.5196	3.5060	3.5129
2014-11-06	3.5139	3.5170	3.4975	3.5025
2014-11-07	3.5032	3.5168	3.5021	3.5101
2014-11-09	3.5141	3.5173	3.5141	3.5153
2014-11-10	3.5152	3.5156	3.5011	3.5095
2014-11-11	3.5092	3.5149	3.5030	3.5057
2014-11-12	3.5057	3.5134	3.5037	3.5097
2014-11-13	3.5094	3.5286	3.5087	3.5260
2014-11-14	3.5250	3.5275	3.5154	3.5183
2014-11-16	3.5177	3.5188	3.5168	3.5181
2014-11-17	3.5177	3.5229	3.5118	3.5137
2014-11-18	3.5137	3.5145	3.5069	3.5087
2014-11-19	3.5095	3.5141	3.5057	3.5128
2014-11-20	3.5139	3.5147	3.5036	3.5049
2014-11-21	3.5046	3.5054	3.4895	3.4952
2014-11-23	3.4917	3.4931	3.4910	3.4931
2014-11-24	3.4931	3.4945	3.4840	3.4899
2014-11-25	3.4901	3.4926	3.4695	3.4728
2014-11-26	3.4730	3.4794	3.4690	3.4769
2014-11-27	3.4769	3.4817	3.4746	3.4766
2014-11-28	3.4760	3.4836	3.4752	3.4801
2014-11-30	3.4739	3.4756	3.4734	3.4748
2014-12-01	3.4750	3.4811	3.4695	3.4722
2014-12-02	3.4711	3.4724	3.4539	3.4577
2014-12-03	3.4569	3.4608	3.4487	3.4505
2014-12-04	3.4500	3.4654	3.4475	3.4569
2014-12-05	3.4577	3.4694	3.4554	3.4591
2014-12-07	3.4583	3.4590	3.4577	3.4579
2014-12-08	3.4576	3.4644	3.4574	3.4606
2014-12-09	3.4606	3.4638	3.4571	3.4584
2014-12-10	3.4582	3.4733	3.4567	3.4703
2014-12-11	3.4716	3.4808	3.4657	3.4748
2014-12-12	3.4748	3.4860	3.4744	3.4840
2014-12-14	3.4828	3.4838	3.4826	3.4826
2014-12-15	3.4826	3.4865	3.4722	3.4830
2014-12-16	3.4829	3.5290	3.4790	3.5120
2014-12-17	3.5122	3.5284	3.5026	3.5255
2014-12-18	3.5256	3.5348	3.4934	3.5301
2014-12-19	3.5296	3.5584	3.5256	3.5451
2014-12-21	3.5429	3.5442	3.5421	3.5428
2014-12-22	3.5427	3.5504	3.5337	3.5402
2014-12-23	3.5405	3.5771	3.5367	3.5747
2014-12-24	3.5747	3.6147	3.5674	3.6061
2014-12-25	3.6062	3.6330	3.5776	3.5962
2014-12-26	3.5960	3.6577	3.5959	3.6180
2014-12-29	3.6180	3.6379	3.5622	3.5698
2014-12-30	3.5698	3.5898	3.5445	3.5553
2014-12-31	3.5553	3.5764	3.5383	3.5535
2015-01-01	3.5535	3.5629	3.5448	3.5574
2015-01-02	3.5574	3.5890	3.5543	3.5712
2015-01-05	3.5572	3.5936	3.5572	3.5690
2015-01-06	3.5690	3.5986	3.5644	3.5943
2015-01-07	3.5943	3.5984	3.5691	3.5722
2015-01-08	3.5727	3.5814	3.5606	3.5629
2015-01-09	3.5629	3.5699	3.5400	3.5448
2015-01-12	3.5542	3.5722	3.5487	3.5582
2015-01-13	3.5584	3.5702	3.5545	3.5632
2015-01-14	3.5632	3.5777	3.5372	3.5425
2015-01-15	3.5426	4.9647	3.5351	4.3257
2015-01-16	4.3267	4.4193	4.1205	4.3312
2015-01-19	4.3341	4.3573	4.2276	4.2357
2015-01-20	4.2357	4.3000	4.2305	4.2819
2015-01-21	4.2812	4.3705	4.2613	4.2986
2015-01-22	4.2987	4.3505	4.2647	4.2911
2015-01-23	4.2912	4.3297	4.2319	4.2457
2015-01-26	4.2487	4.2957	4.1388	4.1553
2015-01-27	4.1550	4.1866	4.0603	4.1373
2015-01-28	4.1372	4.1646	4.0996	4.1473
2015-01-29	4.1473	4.1475	4.0172	4.0247
2015-01-30	4.0244	4.0434	3.9623	4.0158
2015-02-02	4.0151	4.0180	3.9335	3.9818
2015-02-03	3.9812	4.0002	3.9221	3.9293
2015-02-04	3.9348	3.9799	3.9150	3.9654
2015-02-05	3.9657	3.9797	3.9235	3.9357
2015-02-06	3.9357	3.9757	3.9257	3.9720
2015-02-09	3.9653	4.0255	3.9512	3.9945
2015-02-10	3.9941	4.0243	3.9916	4.0030
2015-02-11	4.0032	4.0328	3.9846	3.9941
2015-02-12	3.9943	4.0103	3.9097	3.9218
2015-02-13	3.9218	3.9551	3.8912	3.9286
2015-02-16	3.9339	3.9620	3.9232	3.9426
2015-02-17	3.9415	3.9597	3.9101	3.9202
2015-02-18	3.9187	3.9392	3.8820	3.8922
2015-02-19	3.8921	3.8978	3.8532	3.8627
2015-02-20	3.8627	3.9177	3.8541	3.8911
2015-02-23	3.8819	3.8996	3.8706	3.8754
2015-02-24	3.8744	3.8921	3.8493	3.8564
2015-02-25	3.8561	3.8696	3.8484	3.8544
2015-02-26	3.8548	3.8945	3.8464	3.8873
2015-02-27	3.8874	3.9124	3.8710	3.8744
2015-03-02	3.8742	3.8927	3.8653	3.8759
2015-03-03	3.8760	3.8864	3.8611	3.8743
2015-03-04	3.8742	3.9209	3.8700	3.8836
2015-03-05	3.8836	3.8903	3.8475	3.8520
2015-03-06	3.8526	3.8716	3.8113	3.8574
2015-03-09	3.8639	3.8714	3.8379	3.8408
2015-03-10	3.8472	3.9072	3.8406	3.8984
2015-03-11	3.9049	3.9091	3.8612	3.8707
2015-03-12	3.8710	3.8937	3.8298	3.8843
2015-03-13	3.8850	3.9466	3.8791	3.9248
2015-03-16	3.9225	3.9349	3.8638	3.8713
2015-03-17	3.8712	3.8985	3.8632	3.8811
2015-03-18	3.8811	3.9198	3.8639	3.8864
2015-03-19	3.8866	3.9187	3.8627	3.9035
2015-03-20	3.9035	3.9334	3.8938	3.8988
2015-03-23	3.8920	3.9222	3.8762	3.8773
2015-03-24	3.8767	3.9408	3.8767	3.9056
2015-03-25	3.9068	3.9112	3.8699	3.8757
2015-03-26	3.8757	3.9065	3.8698	3.8951
2015-03-27	3.8945	3.9293	3.8423	3.9077
2015-03-30	3.9160	3.9254	3.8919	3.9024
2015-03-31	3.9026	3.9219	3.8906	3.8992
2015-04-01	3.8996	3.9074	3.8837	3.8997
2015-04-02	3.8994	3.9129	3.8891	3.8961
2015-04-03	3.8969	3.9108	3.8726	3.8761
2015-04-06	3.8698	3.8984	3.8693	3.8909
2015-04-07	3.8908	3.9060	3.8612	3.8635
2015-04-08	3.8665	3.8736	3.8358	3.8394
2015-04-09	3.8392	3.8702	3.8317	3.8584
2015-04-10	3.8583	3.8821	3.8424	3.8424
2015-04-13	3.8644	3.8812	3.8562	3.8733
2015-04-14	3.8747	3.8878	3.8582	3.8763
2015-04-15	3.8770	3.9112	3.8610	3.8975
2015-04-16	3.8990	3.9169	3.8840	3.9070
2015-04-17	3.9090	3.9292	3.8858	3.8970
2015-04-20	3.9112	3.9286	3.8699	3.8789
2015-04-21	3.8788	3.9004	3.8649	3.8854
2015-04-22	3.8868	3.9066	3.8223	3.8344
2015-04-23	3.8361	3.8813	3.8314	3.8670
2015-04-24	3.8660	3.9038	3.8570	3.8828
2015-04-27	3.8885	3.9010	3.8256	3.8372
2015-04-28	3.8354	3.8542	3.7992	3.8093
2015-04-29	3.8090	3.8485	3.8035	3.8316
2015-04-30	3.8313	3.8686	3.8224	3.8546
2015-05-01	3.8551	3.9028	3.8417	3.8903
2015-05-04	3.8859	3.9039	3.8535	3.8671
2015-05-05	3.8686	3.8981	3.8558	3.8833
2015-05-06	3.8832	3.9212	3.8722	3.8870
2015-05-07	3.8904	3.9544	3.8846	3.9006
2015-05-08	3.8985	3.9303	3.8657	3.8760
2015-05-11	3.8902	3.9217	3.8863	3.9148
2015-05-12	3.9144	3.9522	3.9063	3.9292
2015-05-13	3.9255	3.9377	3.8979	3.9296
2015-05-14	3.9303	3.9422	3.9000	3.9065
2015-05-15	3.9062	3.9102	3.7679	3.8432
2015-05-18	3.8550	3.8936	3.8416	3.8829
2015-05-19	3.8828	3.9010	3.8629	3.8756
2015-05-20	3.8749	3.9340	3.8732	3.9230
2015-05-21	3.9242	3.9478	3.9170	3.9265
2015-05-22	3.9254	3.9576	3.9230	3.9436
2015-05-25	3.9779	3.9966	3.9464	3.9602
2015-05-26	3.9584	4.0228	3.9544	3.9979
2015-05-27	3.9981	4.0103	3.9756	3.9849
2015-05-28	3.9872	4.0179	3.9797	4.0034
2015-05-29	4.0040	4.0110	3.9432	3.9843
2015-06-01	3.9789	4.0048	3.9649	3.9827
2015-06-02	3.9801	4.0060	3.9502	3.9543
2015-06-03	3.9560	3.9716	3.9340	3.9509
2015-06-04	3.9506	3.9831	3.9411	3.9678
2015-06-05	3.9672	3.9930	3.9433	3.9736
2015-06-08	3.9720	3.9935	3.9596	3.9900
2015-06-09	3.9886	3.9939	3.9668	3.9707
2015-06-10	3.9725	3.9761	3.9163	3.9288
2015-06-11	3.9284	3.9485	3.9172	3.9318
2015-06-12	3.9314	3.9849	3.9041	3.9512
2015-06-15	3.9638	3.9759	3.9371	3.9571
2015-06-16	3.9579	3.9690	3.9431	3.9522
2015-06-17	3.9519	4.0012	3.9474	3.9637
2015-06-18	3.9637	3.9934	3.9615	3.9771
2015-06-19	3.9786	4.0204	3.9740	4.0007
2015-06-22	3.9960	4.0108	3.9732	3.9887
2015-06-23	3.9855	3.9952	3.9744	3.9855
2015-06-24	3.9860	3.9974	3.9665	3.9843
2015-06-25	3.9838	3.9916	3.9529	3.9725
2015-06-26	3.9723	4.0098	3.9356	3.9881
2015-06-29	4.0508	4.0606	4.0156	4.0321
2015-06-30	4.0331	4.0395	4.0006	4.0262
2015-07-01	4.0246	4.0289	3.9918	3.9985
2015-07-02	3.9991	4.0132	3.9838	4.0059
2015-07-03	4.0059	4.0195	4.0027	4.0174
2015-07-06	4.0471	4.0472	4.0130	4.0351
2015-07-07	4.0347	4.0610	4.0302	4.0465
2015-07-08	4.0500	4.0649	4.0254	4.0440
2015-07-09	4.0440	4.0476	4.0097	4.0244
2015-07-10	4.0165	4.0276	3.9744	3.9927
2015-07-13	3.9940	3.9989	3.9451	3.9605
2015-07-14	3.9605	3.9929	3.9531	3.9714
2015-07-15	3.9714	3.9735	3.9517	3.9626
2015-07-16	3.9626	3.9665	3.9409	3.9469
2015-07-17	3.9466	3.9509	3.9259	3.9431
2015-07-20	3.9399	3.9542	3.9317	3.9515
2015-07-21	3.9515	3.9550	3.9331	3.9459
2015-07-22	3.9459	3.9473	3.9203	3.9259
2015-07-23	3.9259	3.9412	3.9020	3.9052
2015-07-24	3.9052	3.9347	3.9013	3.9195
2015-07-27	3.9236	3.9283	3.8527	3.8630
2015-07-28	3.8630	3.8753	3.8595	3.8719
2015-07-29	3.8719	3.9014	3.8689	3.8859
2015-07-30	3.8861	3.9229	3.8775	3.9116
2015-07-31	3.9117	3.9381	3.8958	3.9021
2015-08-03	3.9075	3.9164	3.8927	3.9062
2015-08-04	3.9062	3.9386	3.8959	3.9297
2015-08-05	3.9297	3.9387	3.9055	3.9084
2015-08-06	3.9084	3.9232	3.8983	3.9117
2015-08-07	3.9117	3.9164	3.8766	3.8777
2015-08-10	3.8839	3.8984	3.8737	3.8766
2015-08-11	3.8766	3.9003	3.8407	3.8451
2015-08-12	3.8451	3.8747	3.8314	3.8470
2015-08-13	3.8470	3.8641	3.8368	3.8387
2015-08-14	3.8387	3.8602	3.8365	3.8546
2015-08-17	3.8589	3.8621	3.8359	3.8448
2015-08-18	3.8437	3.8703	3.8405	3.8620
2015-08-19	3.8620	3.8964	3.8570	3.8895
2015-08-20	3.8909	3.9148	3.8749	3.8912
2015-08-21	3.8912	3.9292	3.8882	3.9234
2015-08-24	3.9209	3.9452	3.8962	3.9367
2015-08-25	3.9367	3.9424	3.8824	3.9028
2015-08-26	3.9026	3.9389	3.9006	3.9189
2015-08-27	3.9189	3.9370	3.8936	3.8991
2015-08-28	3.8998	3.9319	3.8955	3.9144
2015-08-31	3.9179	3.9243	3.8886	3.9053
2015-09-01	3.9056	3.9217	3.8975	3.9197
2015-09-02	3.9197	3.9277	3.8813	3.8929
2015-09-03	3.8929	3.8957	3.8764	3.8903
2015-09-04	3.8903	3.9080	3.8836	3.9043
2015-09-07	3.8959	3.9027	3.8847	3.8912
2015-09-08	3.8912	3.8957	3.8496	3.8565
2015-09-09	3.8561	3.8712	3.8497	3.8524
2015-09-10	3.8536	3.8608	3.8333	3.8345
2015-09-11	3.8358	3.8466	3.8068	3.8253
2015-09-14	3.8260	3.8491	3.8230	3.8436
2015-09-15	3.8436	3.8513	3.8170	3.8256
2015-09-16	3.8256	3.8451	3.8195	3.8377
2015-09-17	3.8377	3.8419	3.8216	3.8305
2015-09-18	3.8297	3.8564	3.8249	3.8378
2015-09-21	3.8405	3.8598	3.8313	3.8490
2015-09-22	3.8490	3.8918	3.8434	3.8752
2015-09-23	3.8752	3.8795	3.8485	3.8546
2015-09-24	3.8546	3.8762	3.8507	3.8637
2015-09-25	3.8637	3.8765	3.8444	3.8527
2015-09-28	3.8508	3.8844	3.8505	3.8711
2015-09-29	3.8711	3.8968	3.8711	3.8762
2015-09-30	3.8762	3.9045	3.8660	3.9030
2015-10-01	3.9030	3.9047	3.8823	3.8872
2015-10-02	3.8857	3.9027	3.8840	3.9010
2015-10-05	3.9005	3.9019	3.8744	3.8873
2015-10-06	3.8873	3.8986	3.8837	3.8897
2015-10-07	3.8897	3.8972	3.8677	3.8695
2015-10-08	3.8691	3.8850	3.8669	3.8715
2015-10-09	3.8715	3.8772	3.8548	3.8548
2015-10-12	3.8561	3.8670	3.8525	3.8606
2015-10-13	3.8600	3.8923	3.8551	3.8783
2015-10-14	3.8782	3.8896	3.8733	3.8775
2015-10-15	3.8777	3.9118	3.8725	3.9107
2015-10-16	3.9104	3.9275	3.8976	3.8995
2015-10-19	3.9085	3.9248	3.8980	3.9180
2015-10-20	3.9178	3.9333	3.9160	3.9227
2015-10-21	3.9225	3.9535	3.9194	3.9397
2015-10-22	3.9397	3.9489	3.9242	3.9414
2015-10-23	3.9409	3.9619	3.9225	3.9391
2015-10-26	3.9529	3.9539	3.9290	3.9330
2015-10-27	3.9318	3.9422	3.9214	3.9296
2015-10-28	3.9296	3.9558	3.9262	3.9432
2015-10-29	3.9423	3.9445	3.9301	3.9350
2015-10-30	3.9351	3.9405	3.8993	3.9036
2015-11-02	3.9021	3.9244	3.8926	3.9128
2015-11-03	3.9126	3.9206	3.9039	3.9106
2015-11-04	3.9106	3.9309	3.9092	3.9300
2015-11-05	3.9299	3.9315	3.9037	3.9237
2015-11-06	3.9238	3.9623	3.9188	3.9441
2015-11-09	3.9540	3.9641	3.9344	3.9400
2015-11-10	3.9398	3.9461	3.9196	3.9240
2015-11-11	3.9239	3.9295	3.8990	3.9051
2015-11-12	3.9054	3.9268	3.8968	3.9108
2015-11-13	3.9116	3.9330	3.9090	3.9105
2015-11-16	3.9266	3.9387	3.9094	3.9335
2015-11-17	3.9337	3.9382	3.9239	3.9298
2015-11-18	3.9299	3.9376	3.9020	3.9030
2015-11-19	3.9031	3.9098	3.8951	3.9085
2015-11-20	3.9088	3.9161	3.9021	3.9060
2015-11-23	3.9063	3.9325	3.9015	3.9217
2015-11-24	3.9220	3.9407	3.9196	3.9349
2015-11-25	3.9351	3.9430	3.9265	3.9301
2015-11-26	3.9302	3.9418	3.9257	3.9322
2015-12-01	3.9294	3.9299	3.9106	3.9267
2015-12-02	3.9267	3.9594	3.9246	3.9576
2015-12-03	3.9576	3.9937	3.9371	3.9903
2015-12-04	3.9908	3.9972	3.9505	3.9792
2015-12-07	3.9729	3.9901	3.9679	3.9846
2015-12-08	4.0204	4.0207	4.0137	4.0153
2015-12-09	4.0152	4.0164	4.0012	4.0135
2015-12-10	4.0134	4.0248	4.0029	4.0198
2015-12-11	4.0198	4.0443	4.0097	4.0394
2015-12-14	4.0397	4.0551	4.0234	4.0288
2015-12-15	4.0287	4.0343	3.9740	3.9829
2015-12-16	3.9829	4.0084	3.9710	3.9793
2015-12-17	3.9802	3.9931	3.9656	3.9852
2015-12-18	3.9879	3.9905	3.9472	3.9547
2015-12-21	3.9596	3.9674	3.9119	3.9228
2015-12-22	3.9250	3.9345	3.9034	3.9279
2015-12-23	3.9278	3.9325	3.9130	3.9241
2015-12-24	3.9241	3.9354	3.9099	3.9195
2015-12-25	3.9195	3.9207	3.9089	3.9178
2015-12-28	3.9250	3.9250	3.9070	3.9122
2015-12-29	3.9160	3.9199	3.8975	3.9034
2015-12-30	3.9034	3.9509	3.8989	3.9401
2015-12-31	3.9401	3.9486	3.9091	3.9461
2016-01-01	3.9461	3.9461	3.9378	3.9378
2016-01-04	3.9273	3.9675	3.9192	3.9603
2016-01-05	3.9606	3.9839	3.9566	3.9722
2016-01-06	3.9722	4.0133	3.9661	4.0038
2016-01-07	4.0053	4.0177	3.9784	4.0004
2016-01-08	4.0030	4.0230	3.9836	4.0149
2016-01-11	4.0183	4.0246	3.9982	4.0015
2016-01-12	4.0015	4.0274	4.0000	4.0028
2016-01-13	4.0044	4.0099	3.9627	3.9729
2016-01-14	3.9752	4.0265	3.9637	4.0240
2016-01-15	4.0253	4.1064	4.0123	4.1041
2016-01-18	4.0988	4.1062	4.0663	4.0740
